title,artist,year,duration,genre,group
mmmbop,hanson,1997,270,pop,pop
where do you go,no mercy,1997,270,dance,electronic
give me one reason,tracy chapman,1996,270,singer-songwriter,band
where do you go,no mercy,1996,270,dance,electronic
beneath your beautiful,labrinth feat. emeli sande,2013,271,electronic,electronic
grillz,"nelly feat. paul wall, ali & gipp",2006,271,rap,urban
wonderful,ja rule featuring ashanti,2005,271,rap,urban
the logical song,scooter,2002,271,techno,electronic
hands clean,alanis morissette,2002,271,pop,pop
say my name,destiny's child,2000,271,pop,pop
move your body,eiffel 65,2000,271,europop,pop
too much,spice girls,1998,271,pop,pop
breathe again,toni braxton,1994,271,r&b,urban
secret,madonna,1994,271,pop,pop
girl i'm gonna miss you,milli vanilli,1990,271,pop,pop
blurred lines,robin thicke feat. t.i. & pharrell,2013,272,r&b,urban
clarity,zedd feat. foxes,2013,272,electro,electronic
#thatpower,will.i.am feat. justin bieber,2013,272,pop,pop
never let me go,florence + the machine,2012,272,indie rock,band
closer to the edge,30 seconds to mars,2010,272,rock,band
how to save a life,the fray,2007,272,rock,band
where is the love,black eyed peas,2003,272,pop,pop
all for you,janet jackson,2001,272,pop,pop
no matter what,boyzone,1999,272,pop,pop
brick,ben folds five,1998,272,alternative rock,band
no matter what,boyzone,1998,272,pop,pop
when you believe,mariah carey & whitney houston,1998,272,pop,pop
set you free,n-trance,1995,272,techno,electronic
baby baby,corona,1995,272,dance,electronic
cry,lisa edwards,1992,272,pop,pop
i don't know anybody else,black box,1990,272,dance,electronic
tucker's daughter,ian moss,1989,272,rock,band
tucker's daughter,ian moss,1988,272,rock,band
earthquake,labrinth feat. tinie tempah,2012,273,electronic,electronic
3 words,cheryl cole feat. will.i.am,2010,273,pop,pop
black and gold,sam sparro,2008,273,soul,urban
don't cha,the pussycat dolls,2005,273,pop,pop
another day in paradise,brandy featuring ray j.,2001,273,r&b,urban
sunday morning,no doubt,1997,273,rock,band
all i wanna do,sheryl crow,1994,273,pop,pop
alejandro,lady gaga,2010,274,pop,pop
come to me,p. diddy feat. nicole scherzinger,2006,274,r&b,urban
one more time,daft punk,2001,274,house,electronic
goodbye,spice girls,1999,274,pop,pop
tragedy / heartbeat,steps,1999,274,pop,pop
all i have to give,backstreet boys,1998,274,pop,pop
goodbye,spice girls,1998,274,pop,pop
let's make a night to remember,bryan adams,1996,274,rock,band
stuck in a moment you can't get out of,u2,2001,275,rock,band
do you want my love,coco lee,2000,275,pop,pop
killing me softly,fugees (refugee camp),1996,275,hip hop,urban
i'll stand by you,pretenders,1994,275,rock,band
amigos para siempre,jose carreras & sarah brightman,1992,275,opera,other
sometimes love just ain't enough,patty smyth with don henley,1992,275,country,band
radioactive,imagine dragons,2013,276,rock,band
hello,martin solveig feat. dragonette,2011,276,funk,band
empire state of mind,jay-z feat. alicia keys,2010,276,hip hop,urban
empire state of mind,jay-z feat. alicia keys,2009,276,hip hop,urban
happy ending,mika,2008,276,pop,pop
umbrella,rihanna feat. jay-z,2007,276,pop,pop
put your hands up for detroit,fedde le grand,2007,276,dance,electronic
my love,justin timberlake feat. t.i.,2007,276,pop,pop
happy ending,mika,2007,276,pop,pop
my love,justin timberlake feat. t.i.,2006,276,pop,pop
tripping,robbie williams,2005,276,pop,pop
perfect,simple plan,2004,276,rock,band
turn off the light,nelly furtado,2001,276,pop,pop
american pie,madonna,2000,276,pop,pop
the best things in life are free,luther vandross & janet jackson,1992,276,r&b,urban
better,screaming jets,1991,276,rock,band
i will wait,mumford & sons,2013,277,folk,band
some nights,fun.,2012,277,rock,band
i will wait,mumford & sons,2012,277,folk,band
forever,chris brown,2008,277,r&b,urban
one call away,chingy,2004,277,rap,urban
love rollercoaster,red hot chili peppers,1997,277,rock,band
scream / childhood,michael jackson,1995,277,pop,pop
all for love,"bryan adams, rod stewart & sting",1994,277,rock,band
global concepts,robert delong,2013,278,electronic,electronic
take care,drake feat. rihanna,2012,278,rap,urban
into you,fabolous,2003,278,hip hop,urban
don't tell me,madonna,2001,278,pop,pop
unpretty,t.l.c.,1999,278,r&b,urban
as i lay me down,sophie b. hawkins,1995,278,pop,pop
100% pure love,crystal waters,1994,278,dance,electronic
paradise,coldplay,2012,279,rock,band
this is love,will.i.am feat. eva simons,2012,279,pop,pop
paradise,coldplay,2011,279,rock,band
so beautiful,pete murray,2004,279,singer-songwriter,band
bump bump bump,b2k feat. p. diddy,2003,279,r&b,urban
mesmerize,ja rule feat. ashanti,2003,279,rap,urban
my happiness,powderfinger,2000,279,rock,band
the memory remains,metallica,1997,279,rock,band
waterfalls,t.l.c.,1995,279,r&b,urban
it's alright,east 17,1994,279,pop,pop
power of love,celine dion,1994,279,pop,pop
the day you went away,wendy matthews,1992,279,pop,pop
express yourself,madonna,1989,279,pop,pop
express yourself,madonna,1988,279,pop,pop
thinking out loud,ed sheeran,2014,280,singer-songwriter,band
a thousand years,christina perri,2012,280,pop,pop
joker & the thief,wolfmother,2007,280,rock,band
when i'm gone,eminem,2006,280,hip hop,urban
joker & the thief,wolfmother,2006,280,rock,band
sorry,madonna,2006,280,pop,pop
heartbreak hotel,whitney houston,1999,280,pop,pop
day 'n' nite (crookers remix),kid cudi,2009,281,hip hop,urban
already gone,kelly clarkson,2009,281,pop,pop
dear mr. president,p!nk,2007,281,pop,pop
don't give up,shannon noll & natalie bassingthwaighte,2007,281,ballad,band
don't give up,shannon noll & natalie bassingthwaighte,2006,281,ballad,band
lonely,shannon noll,2006,281,rock,band
let's get married (remix),jagged edge,2001,281,r&b,urban
the millennium prayer,cliff richard,1999,281,pop,pop
i finally found someone,bryan adams & barbra streisand,1997,281,rock,band
here's johnny,hocus pocus,1995,281,hip hop,urban
house of love,east 17,1993,281,pop,pop
cradle of love,billy idol,1990,281,rock,band
1973,james blunt,2007,282,pop,pop
my band,d-12,2004,282,rap,urban
out of reach,gabrielle,2001,282,pop,pop
what it feels like for a girl,madonna,2001,282,pop,pop
try again,aaliyah,2000,282,r&b,urban
one sweet day,mariah carey with boyz ii men,1996,282,pop,pop
one sweet day,mariah carey with boyz ii men,1995,282,pop,pop
jubel,klingande,2014,283,house,electronic
pony,kasey chambers,2005,283,country,band
ooh aah,tamara jaber,2005,283,pop,pop
like i love you,justin timberlake,2002,283,pop,pop
black velvet,alannah myles,1990,283,rock,band
scream & shout,will.i.am feat. britney spears,2012,284,pop,pop
someone like you,adele,2011,284,pop,pop
meet me halfway,the black eyed peas,2010,284,pop,pop
meet me halfway,the black eyed peas,2009,284,pop,pop
new divide,linkin park,2009,284,rock,band
dani california,red hot chili peppers,2006,284,rock,band
the real slim shady,eminem,2000,284,hip hop,urban
the right kind of love,jeremy jordan,1993,284,pop,pop
wake me up when september ends,green day,2005,285,punk,band
satisfaction,benny benassi presents the biz,2003,285,house,electronic
it just won't do,tim deluxe,2002,285,club,electronic
ei,nelly,2001,285,rap,urban
outside,george michael,1998,285,pop,pop
everybody (backstreet's back),backstreet boys,1997,285,pop,pop
"hold me, thrill me, kiss me, kill me",u2,1995,285,rock,band
rise & fall,craig david,2003,286,r&b,urban
i don't want to be with nobody but you,absent friends,1990,286,new wave,band
the last day on earth,kate miller-heidke,2009,287,pop,pop
cry me a river,justin timberlake,2003,287,pop,pop
heartbreaker,mariah carey,1999,287,pop,pop
finally found,honeyz,1998,287,r&b,urban
i'll never break your heart,backstreet boys,1998,287,pop,pop
can we talk,tevin campbell,1994,287,r&b,urban
grease megamix,olivia newton-john & john travolta,1991,287,pop,pop
perfect,vanessa amorosi,2008,288,pop,pop
kiss from a rose,seal,1995,288,soul,urban
think twice,celine dion,1995,288,pop,pop
toy soldiers,martika,1989,288,pop,pop
toy soldiers,martika,1988,288,pop,pop
shadow of the day,linkin park,2008,289,rock,band
i don't feel like dancin',scissor sisters,2007,289,pop,pop
i don't feel like dancin',scissor sisters,2006,289,pop,pop
dilemma,nelly feat. kelly rowland,2003,289,rap,urban
dilemma,nelly featuring kelly rowland,2002,289,rap,urban
soul to squeeze,red hot chili peppers,1993,289,rock,band
everything's alright,"john farnham, kate ceberano & jon stevens",1992,289,pop,pop
we didn't start the fire,billy joel,1989,289,rock,band
we didn't start the fire,billy joel,1988,289,rock,band
iris,goo goo dolls,1998,290,rock,band
have you ever really loved a woman,bryan adams,1995,290,rock,band
i gotta feeling,the black eyed peas,2010,291,pop,pop
i gotta feeling,the black eyed peas,2009,291,pop,pop
like toy soldiers,eminem,2005,291,hip hop,urban
without me,eminem,2002,291,hip hop,urban
freak me,silk,1993,291,r&b,urban
tightrope,illy,2014,292,hip hop,urban
waiting all night,rudimental feat. ella eyre,2013,292,drum and bass,electronic
4 in the morning,gwen stefani,2007,292,pop,pop
cruisin',gwyneth paltrow and huey lewis,2001,292,soundtrack,other
from this moment on,shania twain,1998,292,country,band
"fire, water, burn",bloodhound gang,1997,292,alternative rock,band
what's up,4 non blondes,1993,292,rock,band
thunderstruck,ac/dc,1990,292,rock,band
if we ever meet again,timbaland feat. katy perry,2010,293,r&b,urban
fergalicious,fergie,2007,293,pop,pop
don't matter,akon,2007,293,r&b,urban
fergalicious,fergie,2006,293,pop,pop
tell him,celine dion,1997,293,pop,pop
4 seasons of loneliness,boyz ii men,1997,293,r&b,urban
rush rush,paula abdul,1991,293,pop,pop
wind beneath my wings,bette midler,1989,293,pop,pop
wind beneath my wings,bette midler,1988,293,pop,pop
senorita,justin timberlake,2003,294,pop,pop
she's all i ever had,ricky martin,1999,294,latin,pop
bad romance,lady gaga,2010,295,pop,pop
bad romance,lady gaga,2009,295,pop,pop
all summer long,kid rock,2008,295,rock,band
underwear goes inside the pants,lazyboy,2005,295,electronic,electronic
you are not alone,michael jackson,1995,295,pop,pop
family portrait,pink,2003,296,pop,pop
ride wit me,nelly,2001,296,rap,urban
the boy is mine,brandy & monica,1998,296,r&b,urban
everybody hurts,r.e.m.,1993,296,rock,band
hazard,richard marx,1992,296,adult contemporary,pop
i'm real,jennifer lopez,2002,297,pop,pop
i'm real,jennifer lopez,2001,297,pop,pop
what's left of me,nick lachey,2006,298,pop,pop
beautiful,snoop dogg,2003,298,hip hop,urban
thug lovin',ja rule feat. bobby brown,2003,298,rap,urban
cleanin'out my closet,eminem,2002,298,hip hop,urban
affirmation,savage garden,2000,298,pop,pop
i don't want to miss a thing,aerosmith,1998,298,rock,band
pure massacre,silverchair,1995,298,grunge,band
dead and gone,t.i. feat. justin timberlake,2009,299,hip hop,urban
shut up,black eyed peas,2004,299,pop,pop
i believe,fantasia,2004,299,r&b,urban
shut up,black eyed peas,2003,299,pop,pop
cleanin' out my closet,eminem,2003,299,hip hop,urban
most girls,pink,2000,299,pop,pop
honey,mariah carey,1997,299,pop,pop
said i loved you... but i lied,michael bolton,1994,299,pop,pop
high,peking duk feat. nicole millar,2014,300,house,electronic
all of the lights,kanye west,2011,300,hip hop,urban
barbra streisand,duck sauce,2010,300,house,electronic
freestyler,bomfunk mc's,2000,300,breakbeat,electronic
honey to the bee,billie,1999,300,pop,pop
you get what you give,new radicals,1999,300,alternative rock,band
smells like teen spirit,nirvana,1992,300,rock,band
stop!,sam brown,1989,300,pop,pop
stop!,sam brown,1988,300,pop,pop
i see fire,ed sheeran,2014,301,singer-songwriter,band
forever,damage,1997,301,hardcore,band
kids,mgmt,2008,302,indie rock,band
one of us,joan osbourne,1996,303,blues,band
love... thy will be done,martika,1991,303,pop,pop
because i love you (the postman song),stevie b.,1991,303,pop,pop
i don't want a lover,texas,1989,303,pop,pop
cherish,madonna,1989,303,pop,pop
i don't want a lover,texas,1988,303,pop,pop
cherish,madonna,1988,303,pop,pop
lighters,bad meets evil feat. bruno mars,2011,304,hip hop,urban
moonshine,savage,2006,304,hip hop,urban
shake it off,mariah carey,2005,304,pop,pop
under the bridge / lady marmalade,all saints,1998,304,pop,pop
sacrifice,elton john,1990,304,pop,pop
no diggity,blackstreet,1997,305,r&b,urban
nobody knows,tony rich project,1996,306,r&b,urban
ring ring ring (ha ha hey),de la soul,1991,306,hip hop,urban
fall down,will.i.am feat. miley cyrus,2013,307,pop,pop
zombie,the cranberries,1995,307,rock,band
zombie,the cranberries,1994,307,rock,band
all i wanna do is make love to you,heart,1990,307,rock,band
the end is the beginning is the end,smashing pumpkins,1997,308,alternative rock,band
c u when u get there,coolio,1997,309,hip hop,urban
whatta man,salt 'n' pepa,1994,309,hip hop,urban
that's not my name,the ting tings,2008,310,pop,pop
all good things (come to an end),nelly furtado,2007,310,pop,pop
welcome to the black parade,my chemical romance,2007,310,emo,band
welcome to the black parade,my chemical romance,2006,310,emo,band
viva forever,spice girls,1998,310,pop,pop
this used to be my playground,madonna,1992,310,pop,pop
nothing compares 2 u,sinead o'connor,1990,310,pop,pop
high,lighthouse family,1998,311,easy listening,band
i'll be missing you,puff daddy & faith evans,1997,311,rap,urban
do the bartman,the simpsons,1991,311,soundtrack,other
stolen dance,milky chance,2014,312,reggae,band
stronger,kanye west,2007,312,hip hop,urban
what goes around...comes around,justin timberlake,2007,312,pop,pop
fantasy,black box,1991,312,dance,electronic
wind of change,scorpions,1991,312,rock,band
beautiful,akon feat. colby o'donis & kardinal offishall,2009,313,r&b,urban
one headlight,the wallflowers,1997,313,rock,band
discotheque,u2,1997,313,rock,band
killing in the name,rage against the machine,1993,313,rock,band
the floor,johnny gill,1993,313,r&b,urban
my heart will go on,celine dion,1998,314,pop,pop
just the two of us,will smith,1998,315,hip hop,urban
3am eternal,the klf,1991,315,house,electronic
hey boys and girls (truth of the world pt. 2),evermore,2009,317,rock,band
21 guns,green day,2009,317,punk,band
turn the page,metallica,1998,317,rock,band
breakfast at tiffany's,deep blue something,1996,317,alternative rock,band
same love,macklemore & ryan lewis feat. mary lambert,2013,318,hip hop,urban
love shack,the b-52's,1990,318,new wave,band
the edge of glory,lady gaga,2011,321,pop,pop
riverside,sidney samson,2009,321,dance,electronic
take a look around,limp bizkit,2000,321,rock,band
ray of light,madonna,1998,321,pop,pop
pump up the jam,technotronic featuring felly,1990,321,dance,electronic
humpin' around,bobby brown,1992,322,r&b,urban
things that make you go hmmmm,c & c music factory,1991,322,pop,pop
falling,julee cruise,1991,323,soundtrack,other
rain,madonna,1993,324,pop,pop
fastlove,george michael,1996,326,pop,pop
janie's got a gun,aerosmith,1990,327,rock,band
i could be the one,avicii vs. nicky romero,2013,328,house,electronic
i'm your angel,celine dion & r kelly,1998,328,pop,pop
give in to me,michael jackson,1993,328,pop,pop
lullaby,shawn mullins,1999,329,rock,band
it's all coming back to me now,celine dion,1996,329,pop,pop
close to you,maxi priest,1990,329,reggae,band
lose my breath,destiny's child,2005,331,pop,pop
enter sandman,metallica,1991,331,rock,band
don't cry for me argentina,madonna,1997,332,pop,pop
sucker dj,dimples d,1991,332,hip hop,urban
breathe,the prodigy,1997,333,electronic,electronic
the living years,mike & the mechanics,1989,334,rock,band
the living years,mike & the mechanics,1988,334,rock,band
mr. vain,culture beat,1993,335,eurodance,electronic
hung up,madonna,2006,336,pop,pop
hung up,madonna,2005,336,pop,pop
knockin' on heaven's door,guns n' roses,1992,336,rock,band
more than words,extreme,1991,337,rock,band
live your life,t.i. feat. rihanna,2009,338,hip hop,urban
live your life,t.i. feat. rihanna,2008,338,hip hop,urban
the best,tina turner,1989,338,rock,band
the best,tina turner,1988,338,rock,band
clint eastwood,gorillaz,2001,339,rock,band
foolish games,jewel,1997,339,pop,pop
blaze of glory,jon bon jovi,1990,340,rock,band
like a prayer,madonna,1989,340,pop,pop
like a prayer,madonna,1988,340,pop,pop
sing for the moment,eminem,2003,341,hip hop,urban
friends forever (graduation),vitamin c,2000,341,pop,pop
pictures,sneaky sound system,2007,342,dance,electronic
you could be mine,guns n' roses,1991,343,rock,band
where's your head at,basement jaxx,2002,346,house,electronic
everything you need,madison avenue,2000,346,dance,electronic
california love,2pac,1996,349,rap,urban
end of the road,boyz ii men,1992,350,r&b,urban
remember me,blue boy,1997,353,dance,electronic
always,bon jovi,1994,353,rock,band
please forgive me,bryan adams,1994,354,rock,band
please forgive me,bryan adams,1993,354,rock,band
flashdance,deep dish,2005,357,house,electronic
crazy,seal,1991,357,soul,urban
let me think about it,ida corr vs fedde le grand,2007,358,house,electronic
bitter sweet symphony,the verve,1997,358,rock,band
starlight,the supermen lovers,2001,359,electronic,electronic
gettin' over you,"david guetta feat. chris willis, fergie & lmfao",2010,360,house,electronic
come with me,puff daddy featuring jimmy page,1998,367,hip hop,urban
roses,outkast,2004,369,hip hop,urban
please don't go,k.w.s.,1992,369,dance,electronic
frozen,madonna,1998,372,pop,pop
batdance,prince,1989,374,funk,band
batdance,prince,1988,374,funk,band
take over control,afrojack feat. eva simons,2011,377,dance,electronic
marvellous,the 12th man,1992,381,comedy,other
i'd do anything for love (but i won't do that),meat loaf,1993,383,rock,band
if i were a boy,beyonce,2008,385,r&b,urban
alive,pearl jam,1992,385,grunge,band
who the hell are you,madison avenue,2000,387,dance,electronic
never ever,all saints,1998,302,pop,pop
i've got to go now,toni childs,1991,387,singer-songwriter,band
silence,delerium,1999,395,trance,electronic
bed of roses,bon jovi,1993,395,rock,band
the unforgiven ii,metallica,1998,396,rock,band
(everything i do) i do it for you,bryan adams,1991,257,rock,band
stan,eminem,2001,363,hip hop,urban
summertime sadness - cedric gervais remix,lana del rey vs cedric gervais,2013,252,pop,pop
(if you're not in it for love) i'm outta here,shania twain,1997,228,country,band
zebra,the john butler trio,2004,239,rock,band
around the world,daft punk,1997,243,house,electronic
swamp thing,the grid,1994,245,techno,electronic
lovestoned,justin timberlake,2007,445,pop,pop
candy,mandy moore,2000,238,pop,pop
don't call me baby,madison avenue,2000,230,dance,electronic
mirrors,justin timberlake,2013,277,pop,pop
operation blade (bass in the place...),public domain,2001,187,dance,electronic
say it right,nelly furtado,2007,237,pop,pop
love generation,bob sinclar,2006,218,house,electronic
november rain,guns n' roses,1993,538,rock,band
november rain,guns n' roses,1992,538,rock,band
